tractFIPS_left,SUM of Qty,tree planting sentence,many tree %ile,few tree %ile,priority category,pcanopy,canopy sentence,high canopy %ile,low canopy %ile,requests,requests sentence,high req %ile,low req %ile,prio_rank
17031838300,52,less than 59.3052109181141% of other census tracts,40.69478908,59.30521092,high                                                                            ,15.56501388,less than 76.865671641791% of other census tracts,23.13432836,76.86567164,8,less than 94.7761194029851% of other census tracts,5.223880597,94.7761194,323
17031838600,147,more than 85.4838709677419% of other census tracts,85.48387097,14.51612903,highest                                                                         ,24.15305331,more than 70.8955223880597% of other census tracts,70.89552239,29.10447761,70,more than 52.8606965174129% of other census tracts,52.86069652,47.13930348,749
17031838700,390,more than 99.3796526054591% of other census tracts,99.37965261,0.6203473945,highest                                                                         ,18.88336848,less than 56.592039800995% of other census tracts,43.4079602,56.5920398,412,more than 97.5124378109453% of other census tracts,97.51243781,2.487562189,758
17031838800,131,more than 81.0173697270471% of other census tracts,81.01736973,18.98263027,highest                                                                         ,9.739157883,less than 96.8905472636816% of other census tracts,3.109452736,96.89054726,88,more than 61.9402985074627% of other census tracts,61.94029851,38.05970149,519
17031839000,38,less than 70.3473945409429% of other census tracts,29.65260546,70.34739454,medium                                                                          ,16.42540062,less than 72.7611940298507% of other census tracts,27.23880597,72.76119403,39,less than 67.6616915422886% of other census tracts,32.33830846,67.66169154,248
17031839100,61,less than 52.2332506203474% of other census tracts,47.76674938,52.23325062,medium                                                                          ,9.316552498,less than 97.636815920398% of other census tracts,2.36318408,97.63681592,22,less than 82.2139303482587% of other census tracts,17.78606965,82.21393035,195
17031839200,105,more than 73.0769230769231% of other census tracts,73.07692308,26.92307692,high                                                                            ,22.18240199,more than 60.6965174129353% of other census tracts,60.69651741,39.30348259,14,less than 89.3034825870647% of other census tracts,10.69651741,89.30348259,423
17031839500,76,more than 58.1885856079405% of other census tracts,58.18858561,41.81141439,high                                                                            ,23.22546286,more than 65.7960199004975% of other census tracts,65.7960199,34.2039801,60,less than 53.7313432835821% of other census tracts,46.26865672,53.73134328,394
17031839600,53,less than 58.560794044665% of other census tracts,41.43920596,58.56079404,high                                                                            ,18.5138534,less than 59.3283582089552% of other census tracts,40.67164179,59.32835821,62,less than 51.865671641791% of other census tracts,48.13432836,51.86567164,472
17031839700,213,more than 94.2928039702233% of other census tracts,94.29280397,5.70719603,high                                                                            ,18.19407827,less than 61.81592039801% of other census tracts,38.1840796,61.8159204,392,more than 97.1393034825871% of other census tracts,97.13930348,2.860696517,372
17031839800,58,less than 54.3424317617866% of other census tracts,45.65756824,54.34243176,high                                                                            ,16.15140194,less than 74.2537313432836% of other census tracts,25.74626866,74.25373134,164,more than 82.3383084577114% of other census tracts,82.33830846,17.66169154,352
17031839900,88,more than 64.7642679900745% of other census tracts,64.76426799,35.23573201,high                                                                            ,11.87184689,less than 91.5422885572139% of other census tracts,8.457711443,91.54228856,165,more than 82.4626865671642% of other census tracts,82.46268657,17.53731343,387
17031840000,72,more than 54.9627791563275% of other census tracts,54.96277916,45.03722084,high                                                                            ,10.52615328,less than 94.9004975124378% of other census tracts,5.099502488,94.90049751,136,more than 77.1144278606965% of other census tracts,77.11442786,22.88557214,390
